DateTime,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,dayofweek,month,day_of_year,is_weekend
2005-02-14 13:00:00,1.1,970.0,262.5,7.0,857.0,162.0,748.0,120.0,990.0,693.0,12.0,38.7,0.5402,13,0,2,45,0
2005-02-14 14:00:00,1.3,960.0,233.15384615384616,6.9,853.0,177.0,782.0,123.0,967.0,709.0,13.7,30.3,0.4724,14,0,2,45,0
2005-02-14 15:00:00,1.1,941.0,230.42105263157896,5.8,800.0,157.0,823.0,115.0,917.0,671.0,12.6,30.6,0.4443,15,0,2,45,0
2005-02-14 16:00:00,1.1,921.0,231.44736842105263,5.2,771.0,162.0,850.0,120.0,885.0,632.0,13.0,27.4,0.4085,16,0,2,45,0
2005-02-14 17:00:00,1.4,940.0,300.9736842105263,6.4,829.0,209.0,823.0,140.0,901.0,716.0,13.6,22.7,0.3529,17,0,2,45,0
2005-02-14 18:00:00,2.3,1036.0,390.5897435897436,11.9,1046.0,304.0,694.0,185.0,1044.0,1059.0,11.8,23.0,0.3171,18,0,2,45,0
2005-02-14 19:00:00,4.2,1102.0,479.4102564102564,17.4,1221.0,484.0,609.0,212.0,1136.0,1329.0,10.7,19.9,0.2547,19,0,2,45,0
2005-02-14 20:00:00,3.5,1035.0,407.87179487179486,14.7,1141.0,399.0,670.0,200.0,1018.0,1196.0,10.4,18.0,0.2269,20,0,2,45,0
2005-02-14 21:00:00,3.0,990.0,210.97435897435898,10.0,978.0,390.0,751.0,191.0,928.0,1131.0,9.7,20.6,0.2488,21,0,2,45,0
2005-02-14 22:00:00,1.7,950.0,141.84615384615384,6.6,839.0,287.0,834.0,169.0,878.0,977.0,9.4,24.8,0.2923,22,0,2,45,0
2005-02-14 23:00:00,1.6,988.0,130.0,6.6,839.0,202.0,803.0,139.0,936.0,963.0,8.8,31.2,0.3533,23,0,2,45,0
2005-02-15 00:00:00,1.0,884.0,103.12820512820512,3.1,658.0,126.0,982.0,102.0,813.0,581.0,8.7,31.2,0.3521,0,1,2,46,0
2005-02-15 01:00:00,0.8,840.0,82.05128205128206,2.2,597.0,87.0,1081.0,76.0,766.0,432.0,8.5,30.4,0.3391,1,1,2,46,0
2005-02-15 02:00:00,0.6,814.0,67.33333333333333,1.3,526.0,59.0,1228.0,56.0,740.0,352.0,8.0,32.9,0.353,2,1,2,46,0
2005-02-15 03:00:00,0.4,821.0,54.87179487179487,1.1,509.0,59.0,1235.0,56.0,762.0,348.0,7.1,37.4,0.3799,3,1,2,46,0
2005-02-15 04:00:00,0.4,802.0,42.743589743589745,0.5,440.0,31.0,1413.0,30.0,738.0,312.0,6.9,39.1,0.3901,4,1,2,46,0
2005-02-15 05:00:00,0.3,805.0,40.078947368421055,0.5,437.0,28.0,1491.0,28.0,738.0,296.0,6.9,39.8,0.3966,5,1,2,46,0
2005-02-15 06:00:00,0.4,850.0,71.44736842105263,1.3,529.0,64.0,1183.0,56.0,780.0,385.0,6.1,40.8,0.3868,6,1,2,46,0
2005-02-15 07:00:00,0.5,913.0,243.30769230769232,2.5,619.0,123.0,1018.0,94.0,834.0,586.0,6.0,41.5,0.3896,7,1,2,46,0
2005-02-15 08:00:00,1.5,1047.0,424.475,6.7,844.0,363.0,784.0,196.0,979.0,987.0,6.1,39.9,0.3781,8,1,2,46,0
2005-02-15 09:00:00,2.1,1055.0,377.825,8.0,899.0,416.0,731.0,220.0,1017.0,1035.0,6.5,39.5,0.3865,9,1,2,46,0
2005-02-15 10:00:00,1.6,974.0,283.275,5.3,778.0,286.0,832.0,168.0,905.0,782.0,9.4,32.7,0.3855,10,1,2,46,0
2005-02-15 11:00:00,1.0,863.0,240.05,3.3,669.0,198.0,993.0,133.0,776.0,511.0,11.3,24.9,0.3318,11,1,2,46,0
2005-02-15 12:00:00,1.2,889.0,240.26315789473685,4.4,734.0,216.0,942.0,134.0,801.0,566.0,12.8,19.8,0.2933,12,1,2,46,0
2005-02-15 13:00:00,1.3,906.0,262.5,5.5,790.0,211.0,893.0,138.0,837.0,642.0,12.3,19.3,0.274,13,1,2,46,0
2005-02-15 14:00:00,1.4,874.0,233.15384615384616,4.8,751.0,199.0,918.0,135.0,792.0,591.0,12.0,19.3,0.2716,14,1,2,46,0
2005-02-15 15:00:00,1.0,849.0,230.42105263157896,3.5,680.0,161.0,1015.0,111.0,741.0,461.0,11.9,19.2,0.2677,15,1,2,46,0
2005-02-15 16:00:00,1.4,923.0,231.44736842105263,4.9,761.0,218.0,909.0,124.0,840.0,609.0,12.1,20.7,0.2906,16,1,2,46,0
2005-02-15 17:00:00,1.5,962.0,300.9736842105263,6.6,841.0,252.0,827.0,158.0,901.0,821.0,11.5,22.1,0.2987,17,1,2,46,0
2005-02-15 18:00:00,2.4,1067.0,390.5897435897436,12.3,1059.0,337.0,671.0,181.0,1085.0,1163.0,10.4,23.1,0.2905,18,1,2,46,0
2005-02-15 19:00:00,2.8,1125.0,479.4102564102564,14.1,1121.0,357.0,630.0,185.0,1132.0,1405.0,9.5,25.2,0.2996,19,1,2,46,0
2005-02-15 20:00:00,3.1,1149.0,407.87179487179486,14.2,1124.0,410.0,623.0,187.0,1141.0,1405.0,8.9,26.9,0.3069,20,1,2,46,0
2005-02-15 21:00:00,3.1,1155.0,210.97435897435898,11.6,1034.0,445.0,648.0,196.0,1061.0,1429.0,8.2,30.1,0.327,21,1,2,46,0
2005-02-15 22:00:00,2.0,1065.0,141.84615384615384,8.2,908.0,314.0,741.0,174.0,953.0,1284.0,7.4,31.8,0.3287,22,1,2,46,0
2005-02-15 23:00:00,2.1,1145.0,130.0,9.2,946.0,366.0,699.0,182.0,1015.0,1409.0,6.6,37.5,0.3664,23,1,2,46,0
2005-02-16 00:00:00,1.9,1134.0,103.12820512820512,8.3,912.0,336.0,707.0,182.0,999.0,1376.0,6.3,40.1,0.3842,0,2,2,47,0
2005-02-16 01:00:00,2.5,1195.0,82.05128205128206,10.7,1004.0,387.0,652.0,193.0,1078.0,1421.0,5.2,44.2,0.3943,1,2,2,47,0
2005-02-16 02:00:00,2.0,1141.0,67.33333333333333,8.0,898.0,320.0,689.0,174.0,1014.0,1356.0,4.4,47.5,0.4017,2,2,2,47,0
2005-02-16 03:00:00,1.4,1077.0,54.87179487179487,5.9,806.0,320.0,725.0,174.0,949.0,1296.0,4.0,49.1,0.4019,3,2,2,47,0
2005-02-16 04:00:00,1.1,1052.0,42.743589743589745,4.5,740.0,237.0,768.0,142.0,913.0,1202.0,3.3,52.2,0.4074,4,2,2,47,0
2005-02-16 05:00:00,0.8,1033.0,40.078947368421055,3.8,701.0,224.0,782.0,137.0,883.0,1206.0,3.2,52.4,0.4071,5,2,2,47,0
2005-02-16 06:00:00,0.9,1080.0,71.44736842105263,5.1,768.0,237.0,732.0,140.0,924.0,1305.0,3.6,51.7,0.4123,6,2,2,47,0
2005-02-16 07:00:00,1.6,1208.0,243.30769230769232,8.8,931.0,454.0,622.0,201.0,1052.0,1485.0,3.5,54.2,0.4297,7,2,2,47,0
2005-02-16 08:00:00,3.6,1363.0,424.475,16.1,1183.0,854.0,520.0,288.0,1273.0,1643.0,5.2,48.3,0.4304,8,2,2,47,0
2005-02-16 09:00:00,3.3,1239.0,377.825,13.4,1096.0,758.0,577.0,260.0,1211.0,1459.0,7.8,37.6,0.3994,9,2,2,47,0
2005-02-16 10:00:00,2.1,1044.0,283.275,9.0,940.0,428.0,706.0,206.0,1014.0,1152.0,8.9,33.8,0.385,10,2,2,47,0
2005-02-16 11:00:00,1.3,956.0,240.05,5.0,761.0,205.0,849.0,98.0,887.0,885.0,9.1,33.0,0.3827,11,2,2,47,0
2005-02-16 12:00:00,1.1,955.0,240.26315789473685,4.3,725.0,205.0,890.0,138.0,880.0,770.0,9.1,34.5,0.3994,12,2,2,47,0
2005-02-16 13:00:00,1.5,997.0,262.5,6.3,825.0,226.0,790.0,139.0,948.0,852.0,9.6,31.3,0.3763,13,2,2,47,0
2005-02-16 14:00:00,1.5,987.0,233.15384615384616,6.0,810.0,199.0,801.0,137.0,939.0,830.0,8.5,36.3,0.4026,14,2,2,47,0
2005-02-16 15:00:00,1.6,1007.0,230.42105263157896,5.7,798.0,253.0,793.0,155.0,942.0,867.0,9.3,34.6,0.405,15,2,2,47,0
2005-02-16 16:00:00,1.5,1025.0,231.44736842105263,5.6,795.0,259.0,783.0,155.0,967.0,881.0,8.9,37.9,0.4318,16,2,2,47,0
2005-02-16 17:00:00,1.6,1083.0,300.9736842105263,7.0,856.0,252.0,720.0,148.0,1010.0,975.0,8.2,41.8,0.4563,17,2,2,47,0
2005-02-16 18:00:00,2.2,1143.0,390.5897435897436,9.5,960.0,313.0,641.0,153.0,1110.0,1136.0,7.4,44.5,0.4582,18,2,2,47,0
2005-02-16 19:00:00,3.4,1288.0,479.4102564102564,15.9,1178.0,433.0,539.0,171.0,1300.0,1434.0,7.0,43.4,0.4366,19,2,2,47,0
2005-02-16 20:00:00,5.6,1464.0,407.87179487179486,24.7,1421.0,611.0,457.0,227.0,1542.0,1746.0,6.6,43.4,0.4241,20,2,2,47,0
2005-02-16 21:00:00,5.2,1341.0,210.97435897435898,16.8,1204.0,626.0,534.0,251.0,1294.0,1592.0,5.9,44.3,0.4137,21,2,2,47,0
2005-02-16 22:00:00,2.8,1177.0,141.84615384615384,10.7,1004.0,408.0,640.0,216.0,1111.0,1341.0,5.0,46.6,0.4099,22,2,2,47,0
2005-02-16 23:00:00,2.4,1089.0,130.0,8.3,913.0,357.0,712.0,200.0,1016.0,1208.0,5.8,40.3,0.374,23,2,2,47,0
2005-02-17 00:00:00,2.7,1196.0,103.12820512820512,11.0,1014.0,375.0,643.0,192.0,1101.0,1334.0,5.4,43.8,0.3945,0,3,2,48,0
2005-02-17 01:00:00,2.6,1107.0,82.05128205128206,7.4,874.0,326.0,721.0,187.0,984.0,1208.0,5.7,42.1,0.3883,1,3,2,48,0
2005-02-17 02:00:00,2.3,1102.0,67.33333333333333,7.9,897.0,326.0,715.0,173.0,1024.0,1196.0,5.7,42.1,0.3885,2,3,2,48,0
2005-02-17 03:00:00,1.0,993.0,54.87179487179487,3.6,688.0,326.0,847.0,173.0,874.0,931.0,5.8,42.9,0.399,3,3,2,48,0
2005-02-17 04:00:00,0.6,912.0,42.743589743589745,1.7,559.0,72.0,1016.0,64.0,837.0,656.0,5.7,46.6,0.4298,4,3,2,48,0
2005-02-17 05:00:00,0.5,883.0,40.078947368421055,1.0,496.0,49.0,1140.0,46.0,804.0,478.0,6.9,45.0,0.4499,5,3,2,48,0
2005-02-17 06:00:00,0.5,893.0,71.44736842105263,1.1,507.0,59.0,1111.0,51.0,794.0,489.0,6.9,42.2,0.4224,6,3,2,48,0
2005-02-17 07:00:00,1.0,1033.0,243.30769230769232,4.0,711.0,220.0,893.0,115.0,935.0,893.0,6.4,43.8,0.423,7,3,2,48,0
2005-02-17 08:00:00,2.6,1222.0,424.475,9.7,966.0,602.0,636.0,238.0,1134.0,1322.0,6.6,44.6,0.4383,8,3,2,48,0
2005-02-17 09:00:00,2.7,1190.0,377.825,10.6,1000.0,485.0,624.0,202.0,1152.0,1280.0,7.7,42.1,0.444,9,3,2,48,0
2005-02-17 10:00:00,1.8,1035.0,283.275,5.4,783.0,295.0,794.0,167.0,969.0,943.0,10.1,36.7,0.4536,10,3,2,48,0
2005-02-17 11:00:00,1.2,990.0,240.05,3.9,705.0,217.0,873.0,139.0,913.0,772.0,9.0,41.4,0.4775,11,3,2,48,0
2005-02-17 12:00:00,1.3,1011.0,240.26315789473685,4.4,732.0,236.0,830.0,147.0,944.0,826.0,8.7,42.5,0.4787,12,3,2,48,0
2005-02-17 13:00:00,1.4,1041.0,262.5,5.0,763.0,196.0,790.0,130.0,1003.0,808.0,8.3,47.8,0.5238,13,3,2,48,0
2005-02-17 14:00:00,1.8,1086.0,233.15384615384616,6.8,850.0,233.0,723.0,143.0,1072.0,901.0,8.9,45.5,0.5208,14,3,2,48,0
2005-02-17 15:00:00,1.3,1021.0,230.42105263157896,4.8,755.0,207.0,807.0,143.0,980.0,763.0,8.9,46.1,0.5256,15,3,2,48,0
2005-02-17 16:00:00,1.4,1014.0,231.44736842105263,5.0,761.0,198.0,806.0,136.0,972.0,722.0,9.0,44.9,0.5173,16,3,2,48,0
2005-02-17 17:00:00,1.4,1023.0,300.9736842105263,5.2,771.0,212.0,807.0,143.0,982.0,735.0,9.3,42.3,0.4974,17,3,2,48,0
2005-02-17 18:00:00,2.4,1172.0,390.5897435897436,10.0,977.0,280.0,657.0,177.0,1160.0,1047.0,8.4,45.2,0.4977,18,3,2,48,0
2005-02-17 19:00:00,2.8,1172.0,479.4102564102564,11.1,1017.0,315.0,623.0,198.0,1185.0,1163.0,7.6,47.8,0.5013,19,3,2,48,0
2005-02-17 20:00:00,3.3,1219.0,407.87179487179486,12.9,1081.0,378.0,590.0,200.0,1246.0,1244.0,7.4,47.2,0.4871,20,3,2,48,0
2005-02-17 21:00:00,2.5,1106.0,210.97435897435898,7.8,891.0,320.0,708.0,191.0,1058.0,1025.0,7.4,46.9,0.4854,21,3,2,48,0
2005-02-17 22:00:00,2.1,1078.0,141.84615384615384,6.3,824.0,265.0,759.0,169.0,1016.0,982.0,6.9,48.2,0.4832,22,3,2,48,0
2005-02-17 23:00:00,1.2,939.0,130.0,2.8,637.0,129.0,960.0,106.0,883.0,607.0,7.1,47.9,0.4867,23,3,2,48,0
2005-02-18 00:00:00,1.2,975.0,103.12820512820512,3.3,670.0,129.0,943.0,105.0,910.0,616.0,6.9,48.7,0.4874,0,4,2,49,0
2005-02-18 01:00:00,1.3,958.0,82.05128205128206,3.1,660.0,172.0,935.0,130.0,905.0,654.0,6.8,48.2,0.4792,1,4,2,49,0
2005-02-18 02:00:00,1.0,921.0,67.33333333333333,2.1,594.0,100.0,1025.0,82.0,867.0,479.0,6.3,49.6,0.4787,2,4,2,49,0
2005-02-18 03:00:00,0.8,931.0,54.87179487179487,1.9,580.0,100.0,983.0,82.0,863.0,487.0,5.6,52.9,0.4855,3,4,2,49,0
2005-02-18 04:00:00,0.8,874.0,42.743589743589745,0.7,472.0,49.0,1179.0,45.0,803.0,382.0,6.4,49.8,0.4814,4,4,2,49,0
2005-02-18 05:00:00,0.4,872.0,40.078947368421055,0.8,476.0,36.0,1249.0,35.0,794.0,350.0,6.9,48.1,0.4796,5,4,2,49,0
2005-02-18 06:00:00,0.5,904.0,71.44736842105263,1.3,530.0,79.0,1079.0,60.0,846.0,438.0,6.4,50.2,0.485,6,4,2,49,0
2005-02-18 07:00:00,0.7,951.0,243.30769230769232,1.8,568.0,128.0,1021.0,90.0,888.0,578.0,6.4,50.7,0.4886,7,4,2,49,0
2005-02-18 08:00:00,2.1,1183.0,424.475,7.9,896.0,456.0,673.0,205.0,1115.0,1140.0,6.9,48.8,0.4903,8,4,2,49,0
2005-02-18 09:00:00,2.5,1187.0,377.825,9.8,970.0,477.0,625.0,199.0,1174.0,1203.0,8.4,44.6,0.4922,9,4,2,49,0
2005-02-18 10:00:00,2.0,1072.0,283.275,7.4,874.0,342.0,715.0,153.0,1033.0,1000.0,10.8,37.1,0.4794,10,4,2,49,0
2005-02-18 11:00:00,1.4,1011.0,240.05,5.3,780.0,254.0,805.0,163.0,964.0,806.0,11.2,36.2,0.4818,11,4,2,49,0
2005-02-18 12:00:00,1.3,997.0,240.26315789473685,4.8,752.0,231.0,837.0,152.0,952.0,724.0,11.8,34.4,0.4758,12,4,2,49,0
2005-02-18 13:00:00,1.4,989.0,262.5,5.6,791.0,213.0,804.0,146.0,953.0,690.0,11.5,33.1,0.4479,13,4,2,49,0
2005-02-18 14:00:00,1.6,1006.0,233.15384615384616,6.6,837.0,208.0,775.0,146.0,971.0,757.0,10.9,32.6,0.426,14,4,2,49,0
2005-02-18 15:00:00,1.7,1016.0,230.42105263157896,6.7,845.0,270.0,771.0,134.0,987.0,818.0,11.3,31.7,0.4249,15,4,2,49,0
2005-02-18 16:00:00,1.8,1069.0,231.44736842105263,8.4,918.0,276.0,724.0,164.0,1045.0,936.0,11.6,30.9,0.4223,16,4,2,49,0
2005-02-18 17:00:00,2.4,1109.0,300.9736842105263,10.3,989.0,375.0,664.0,141.0,1096.0,1133.0,11.1,32.2,0.4243,17,4,2,49,0
2005-02-18 18:00:00,2.8,1182.0,390.5897435897436,12.6,1071.0,395.0,617.0,204.0,1187.0,1298.0,9.7,36.0,0.4333,18,4,2,49,0
2005-02-18 19:00:00,3.3,1253.0,479.4102564102564,16.0,1179.0,421.0,573.0,210.0,1268.0,1387.0,8.5,39.0,0.4336,19,4,2,49,0
2005-02-18 20:00:00,4.8,1288.0,407.87179487179486,17.6,1228.0,632.0,549.0,250.0,1333.0,1502.0,8.3,40.3,0.4411,20,4,2,49,0
2005-02-18 21:00:00,2.8,1153.0,210.97435897435898,10.1,981.0,424.0,666.0,202.0,1097.0,1273.0,8.0,41.3,0.4448,21,4,2,49,0
2005-02-18 22:00:00,2.4,1161.0,141.84615384615384,9.8,969.0,369.0,677.0,190.0,1111.0,1271.0,7.0,44.2,0.4446,22,4,2,49,0
2005-02-18 23:00:00,2.9,1271.0,130.0,11.5,1031.0,484.0,618.0,236.0,1138.0,1464.0,5.4,51.8,0.4698,23,4,2,49,0
2005-02-19 00:00:00,2.7,1156.0,103.12820512820512,8.2,909.0,456.0,684.0,250.0,1023.0,1384.0,4.1,55.0,0.4558,0,5,2,50,1
2005-02-19 01:00:00,2.1,1106.0,82.05128205128206,6.8,850.0,373.0,727.0,219.0,997.0,1281.0,3.1,57.8,0.4462,1,5,2,50,1
2005-02-19 02:00:00,1.5,1008.0,67.33333333333333,4.3,726.0,228.0,834.0,156.0,913.0,1083.0,3.1,56.7,0.4388,2,5,2,50,1
2005-02-19 03:00:00,1.2,966.0,54.87179487179487,3.9,703.0,228.0,865.0,156.0,903.0,989.0,2.2,59.6,0.4333,3,5,2,50,1
2005-02-19 04:00:00,0.9,931.0,42.743589743589745,2.6,627.0,117.0,948.0,98.0,860.0,911.0,2.3,58.9,0.4317,4,5,2,50,1
2005-02-19 05:00:00,0.8,922.0,40.078947368421055,2.4,611.0,108.0,962.0,89.0,867.0,893.0,1.9,60.0,0.4276,5,5,2,50,1
2005-02-19 06:00:00,0.8,911.0,71.44736842105263,2.3,606.0,126.0,950.0,104.0,866.0,894.0,1.9,60.3,0.4293,6,5,2,50,1
2005-02-19 07:00:00,1.1,993.0,243.30769230769232,4.5,736.0,235.0,819.0,148.0,941.0,1018.0,0.9,64.6,0.4294,7,5,2,50,1
2005-02-19 08:00:00,1.9,1100.0,424.475,8.5,919.0,339.0,678.0,194.0,1072.0,1191.0,0.6,65.0,0.4231,8,5,2,50,1
2005-02-19 09:00:00,2.5,1141.0,377.825,9.0,940.0,399.0,651.0,231.0,1099.0,1285.0,2.1,59.9,0.4338,9,5,2,50,1
2005-02-19 10:00:00,2.2,1085.0,283.275,5.7,800.0,346.0,750.0,200.0,983.0,1219.0,3.1,57.2,0.4402,10,5,2,50,1
2005-02-19 11:00:00,2.1,1153.0,240.05,6.9,853.0,407.0,696.0,217.0,1027.0,1370.0,4.2,54.0,0.4483,11,5,2,50,1
2005-02-19 12:00:00,2.3,1122.0,240.26315789473685,6.4,831.0,393.0,722.0,210.0,982.0,1317.0,7.4,43.8,0.4538,12,5,2,50,1
2005-02-19 13:00:00,1.2,992.0,262.5,3.5,685.0,166.0,890.0,126.0,902.0,818.0,11.2,34.5,0.4586,13,5,2,50,1
2005-02-19 14:00:00,1.2,1018.0,233.15384615384616,3.7,693.0,157.0,868.0,118.0,937.0,683.0,13.8,32.4,0.5084,14,5,2,50,1
2005-02-19 15:00:00,1.1,981.0,230.42105263157896,2.9,649.0,141.0,924.0,114.0,901.0,573.0,12.4,34.9,0.5002,15,5,2,50,1
2005-02-19 16:00:00,1.1,988.0,231.44736842105263,3.4,679.0,144.0,905.0,117.0,911.0,595.0,12.8,31.9,0.4684,16,5,2,50,1
2005-02-19 17:00:00,1.4,1059.0,300.9736842105263,5.3,777.0,191.0,797.0,140.0,969.0,774.0,13.5,29.1,0.4486,17,5,2,50,1
2005-02-19 18:00:00,1.7,1110.0,390.5897435897436,7.3,870.0,255.0,708.0,168.0,1057.0,1059.0,11.6,33.3,0.454,18,5,2,50,1
2005-02-19 19:00:00,2.5,1204.0,479.4102564102564,10.0,979.0,379.0,639.0,202.0,1147.0,1326.0,10.9,34.9,0.4568,19,5,2,50,1
2005-02-19 20:00:00,2.7,1275.0,407.87179487179486,12.3,1061.0,427.0,593.0,211.0,1203.0,1494.0,10.4,37.3,0.4708,20,5,2,50,1
2005-02-19 21:00:00,3.1,1297.0,210.97435897435898,11.8,1044.0,509.0,600.0,231.0,1185.0,1559.0,9.7,39.7,0.4792,21,5,2,50,1
2005-02-19 22:00:00,2.8,1277.0,141.84615384615384,10.4,991.0,459.0,609.0,214.0,1141.0,1575.0,9.1,41.9,0.4857,22,5,2,50,1
2005-02-19 23:00:00,1.9,1207.0,130.0,7.7,888.0,293.0,664.0,181.0,1062.0,1447.0,9.3,41.9,0.4927,23,5,2,50,1
2005-02-20 00:00:00,1.9,1222.0,103.12820512820512,7.5,880.0,269.0,684.0,173.0,1083.0,1367.0,9.4,44.7,0.5279,0,6,2,51,1
2005-02-20 01:00:00,1.7,1141.0,82.05128205128206,6.1,816.0,244.0,745.0,169.0,1026.0,1230.0,8.5,45.8,0.5108,1,6,2,51,1
2005-02-20 02:00:00,2.2,1228.0,67.33333333333333,8.3,913.0,293.0,643.0,174.0,1124.0,1396.0,7.8,50.0,0.53,2,6,2,51,1
2005-02-20 03:00:00,1.6,1120.0,54.87179487179487,5.1,770.0,293.0,756.0,174.0,1012.0,1191.0,7.7,49.7,0.5242,3,6,2,51,1
2005-02-20 04:00:00,1.5,1067.0,42.743589743589745,4.9,758.0,177.0,775.0,130.0,993.0,1009.0,8.2,46.9,0.5099,4,6,2,51,1
2005-02-20 05:00:00,0.8,947.0,40.078947368421055,1.9,580.0,81.0,978.0,72.0,894.0,572.0,8.4,48.6,0.5375,5,6,2,51,1
2005-02-20 06:00:00,0.5,918.0,71.44736842105263,1.0,501.0,42.0,1148.0,40.0,881.0,420.0,8.0,54.7,0.5883,6,6,2,51,1
2005-02-20 07:00:00,0.5,920.0,243.30769230769232,1.1,506.0,61.0,1142.0,56.0,905.0,453.0,7.8,55.7,0.5914,7,6,2,51,1
2005-02-20 08:00:00,0.7,941.0,424.475,1.5,541.0,101.0,1065.0,81.0,919.0,520.0,8.0,53.8,0.5796,8,6,2,51,1
2005-02-20 09:00:00,0.7,949.0,377.825,1.6,552.0,98.0,1035.0,81.0,919.0,531.0,8.8,50.7,0.5752,9,6,2,51,1
2005-02-20 10:00:00,0.9,990.0,283.275,2.3,604.0,114.0,944.0,88.0,947.0,579.0,10.1,47.6,0.587,10,6,2,51,1
2005-02-20 11:00:00,1.0,996.0,240.05,2.5,620.0,118.0,928.0,94.0,946.0,570.0,10.6,45.8,0.5838,11,6,2,51,1
2005-02-20 12:00:00,1.1,1023.0,240.26315789473685,2.5,623.0,120.0,916.0,97.0,976.0,571.0,9.1,56.2,0.6515,12,6,2,51,1
2005-02-20 13:00:00,1.1,1037.0,262.5,2.8,636.0,151.0,891.0,112.0,1024.0,582.0,7.9,66.5,0.7124,13,6,2,51,1
2005-02-20 14:00:00,1.0,1017.0,233.15384615384616,2.4,613.0,131.0,919.0,104.0,1007.0,551.0,8.0,65.0,0.6991,14,6,2,51,1
2005-02-20 15:00:00,1.1,1042.0,230.42105263157896,3.3,671.0,145.0,861.0,107.0,1038.0,634.0,8.4,61.0,0.6721,15,6,2,51,1
2005-02-20 16:00:00,1.3,1037.0,231.44736842105263,3.2,665.0,156.0,854.0,114.0,1013.0,633.0,8.6,57.3,0.6429,16,6,2,51,1
2005-02-20 17:00:00,1.2,1009.0,300.9736842105263,2.8,640.0,151.0,915.0,115.0,996.0,613.0,8.4,56.3,0.6227,17,6,2,51,1
2005-02-20 18:00:00,1.3,1033.0,390.5897435897436,3.4,675.0,173.0,853.0,127.0,1006.0,702.0,8.0,57.7,0.6222,18,6,2,51,1
2005-02-20 19:00:00,1.1,1016.0,479.4102564102564,2.9,647.0,154.0,906.0,119.0,997.0,649.0,7.1,62.6,0.6341,19,6,2,51,1
2005-02-20 20:00:00,1.5,1076.0,407.87179487179486,4.6,745.0,221.0,801.0,149.0,1040.0,841.0,7.4,59.3,0.6123,20,6,2,51,1
2005-02-20 21:00:00,1.4,1029.0,210.97435897435898,3.8,699.0,193.0,851.0,140.0,1001.0,795.0,7.7,56.9,0.5994,21,6,2,51,1
2005-02-20 22:00:00,1.1,984.0,141.84615384615384,3.1,661.0,130.0,898.0,105.0,965.0,638.0,7.7,54.4,0.5753,22,6,2,51,1
2005-02-20 23:00:00,1.3,1003.0,130.0,3.7,694.0,156.0,876.0,116.0,976.0,663.0,7.7,53.0,0.5572,23,6,2,51,1
2005-02-21 00:00:00,1.4,1009.0,103.12820512820512,3.3,671.0,148.0,877.0,112.0,1010.0,610.0,6.7,62.8,0.6188,0,0,2,52,0
2005-02-21 01:00:00,1.1,946.0,82.05128205128206,2.1,588.0,93.0,1005.0,80.0,948.0,480.0,6.6,61.9,0.6056,1,0,2,52,0
2005-02-21 02:00:00,0.8,910.0,67.33333333333333,1.2,518.0,66.0,1130.0,59.0,936.0,404.0,5.7,70.3,0.6498,2,0,2,52,0
2005-02-21 03:00:00,0.6,886.0,54.87179487179487,0.7,464.0,66.0,1273.0,59.0,919.0,357.0,4.5,79.2,0.6751,3,0,2,52,0
2005-02-21 04:00:00,0.6,879.0,42.743589743589745,0.5,447.0,38.0,1317.0,36.0,910.0,348.0,4.0,81.5,0.6712,4,0,2,52,0
2005-02-21 05:00:00,0.5,907.0,40.078947368421055,1.0,502.0,50.0,1129.0,49.0,947.0,399.0,3.9,81.5,0.6653,5,0,2,52,0
2005-02-21 06:00:00,0.6,949.0,71.44736842105263,2.1,589.0,77.0,987.0,63.0,1001.0,464.0,3.3,84.3,0.6617,6,0,2,52,0
2005-02-21 07:00:00,1.2,1054.0,243.30769230769232,5.5,786.0,183.0,766.0,123.0,1129.0,699.0,4.2,80.9,0.6742,7,0,2,52,0
2005-02-21 08:00:00,2.2,1214.0,424.475,10.9,1010.0,256.0,609.0,164.0,1282.0,1006.0,5.1,75.0,0.6646,8,0,2,52,0
2005-02-21 09:00:00,2.9,1253.0,377.825,13.3,1095.0,355.0,566.0,218.0,1375.0,1206.0,4.6,77.6,0.6651,9,0,2,52,0
2005-02-21 10:00:00,2.9,1197.0,283.275,9.6,964.0,491.0,614.0,254.0,1260.0,1122.0,3.8,84.3,0.6811,10,0,2,52,0
2005-02-21 11:00:00,2.0,1156.0,240.05,7.0,859.0,387.0,684.0,210.0,1196.0,1069.0,6.2,77.4,0.7383,11,0,2,52,0
2005-02-21 12:00:00,1.7,1132.0,240.26315789473685,6.6,837.0,384.0,694.0,208.0,1199.0,1062.0,7.7,67.6,0.7133,12,0,2,52,0
2005-02-21 13:00:00,2.2,1207.0,262.5,9.3,950.0,368.0,623.0,204.0,1303.0,1162.0,8.1,64.8,0.7039,13,0,2,52,0
2005-02-21 14:00:00,1.8,1127.0,233.15384615384616,7.9,896.0,258.0,664.0,172.0,1227.0,1010.0,8.1,64.0,0.6942,14,0,2,52,0
2005-02-21 15:00:00,1.6,1112.0,230.42105263157896,6.9,851.0,231.0,694.0,157.0,1184.0,931.0,6.9,71.3,0.7118,15,0,2,52,0
